,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1577,North Center,41.9561073,-87.6791596,Orange Garden Restaurant,41.95420893854378,-87.67816921054931,Chinese Restaurant
1578,North Center,41.9561073,-87.6791596,The Victor Cocktail Bar,41.95450789143412,-87.67873327186439,Bar
1579,North Center,41.9561073,-87.6791596,Laschet's Inn,41.95409132819427,-87.68197835632027,German Restaurant
1580,North Center,41.9561073,-87.6791596,Rocks,41.95702457340695,-87.68085649774808,Bar
1581,North Center,41.9561073,-87.6791596,Resi's Bierstube,41.954191930328534,-87.68028186268084,Beer Garden
1582,North Center,41.9561073,-87.6791596,O'Donovan's,41.95432814154791,-87.68129192691107,Bar
1583,North Center,41.9561073,-87.6791596,The Globe Pub,41.95428692038705,-87.67776516225159,Pub
1584,North Center,41.9561073,-87.6791596,Save More Lounge,41.955804998934255,-87.68001274685201,Dive Bar
1585,North Center,41.9561073,-87.6791596,Begyle Brewing,41.95531367098876,-87.67440964903783,Brewery
1586,North Center,41.9561073,-87.6791596,Fast Super Burrito,41.95424145313742,-87.67746135862969,Mexican Restaurant
1587,North Center,41.9561073,-87.6791596,Dovetail Brewery,41.95618551449235,-87.67436957717787,Brewery
1588,North Center,41.9561073,-87.6791596,Half Acre Beer Company,41.95923363862675,-87.68218144365552,Brewery
1589,North Center,41.9561073,-87.6791596,Ritual Coffee House,41.95422205727545,-87.67527891182182,Café
1590,North Center,41.9561073,-87.6791596,Coffee Joint,41.9540734369805,-87.68111361596638,Coffee Shop
1591,North Center,41.9561073,-87.6791596,Steingold's of Chicago,41.954219550501115,-87.67569763716713,Deli / Bodega
1592,North Center,41.9561073,-87.6791596,Timber Lanes,41.954118776525654,-87.67612921736335,Bowling Alley
1593,North Center,41.9561073,-87.6791596,Windy City Crossfit,41.95588289035037,-87.67362735717373,Gym
1594,North Center,41.9561073,-87.6791596,Wasabi Cafe Sushi & Sake,41.952650495205425,-87.67779411750332,Sushi Restaurant
1595,North Center,41.9561073,-87.6791596,Cho Sun Ok,41.95786326561251,-87.68140614608487,Korean Restaurant
1596,North Center,41.9561073,-87.6791596,The Bad Apple,41.95969836444237,-87.6827632034987,Burger Joint
1597,North Center,41.9561073,-87.6791596,Spring Yoga & Fitness,41.953446621930276,-87.67830454011452,Yoga Studio
1598,North Center,41.9561073,-87.6791596,The UPS Store,41.9553659,-87.6797694,Shipping Store
1599,North Center,41.9561073,-87.6791596,Dos Ricco's Mexican And Asian Fusion,41.95589208667225,-87.68003239463536,Restaurant
1600,North Center,41.9561073,-87.6791596,Dance Center Chicago,41.95227647437918,-87.67768541675808,Dance Studio
1601,North Center,41.9561073,-87.6791596,I-Cafe Sukur's Place,41.95430984150239,-87.67477845545348,Turkish Restaurant
1602,North Center,41.9561073,-87.6791596,Starbucks,41.95462684952247,-87.67897035165453,Coffee Shop
1603,North Center,41.9561073,-87.6791596,Julius Meinl,41.956510141160905,-87.67363324876183,Coffee Shop
1604,North Center,41.9561073,-87.6791596,Isle Of Man,41.95193327352902,-87.67718334030708,Boutique
1605,North Center,41.9561073,-87.6791596,"Guaranteed Rate Insurance, LLC",41.95359,-87.674525,Office
1606,North Center,41.9561073,-87.6791596,tuscan hen market,41.95481,-87.678615,Bistro
1607,North Center,41.9561073,-87.6791596,Wild Goose Bar & Grill,41.95948421066878,-87.68236073888194,Bar
1608,North Center,41.9561073,-87.6791596,Snappy's Shrimp,41.95419118560274,-87.67621347098375,Seafood Restaurant
1609,North Center,41.9561073,-87.6791596,Martyrs',41.951971394155905,-87.67708336856913,Music Venue
1610,North Center,41.9561073,-87.6791596,AT&T,41.95432549701674,-87.67908475829245,Mobile Phone Shop
1611,North Center,41.9561073,-87.6791596,Creative Motion Chicago,41.95438387658198,-87.67373085021973,Gym / Fitness Center
1612,North Center,41.9561073,-87.6791596,Thairapy Plus Salon and Spa,41.95901778763826,-87.68204851219369,Spa
1613,North Center,41.9561073,-87.6791596,Redbox,41.955699990607535,-87.67969164937686,Video Store
1614,North Center,41.9561073,-87.6791596,PNC Bank,41.95795,-87.68105,Bank
1615,North Center,41.9561073,-87.6791596,T-Mobile,41.954333901427205,-87.67858008979596,Mobile Phone Shop
1616,North Center,41.9561073,-87.6791596,Lu Lu's at the Belle Kay,41.952016,-87.677613,Boutique
1617,North Center,41.9561073,-87.6791596,Melao,41.953491588239814,-87.67831251000595,Latin American Restaurant
1618,North Center,41.9561073,-87.6791596,Fifth Third Bank & ATM,41.9539,-87.67822,Bank
1619,North Center,41.9561073,-87.6791596,Redbox,41.958914,-87.68209,Video Store
1620,North Center,41.9561073,-87.6791596,Cornservatory,41.9580935204829,-87.68158181734654,Performing Arts Venue
1621,North Center,41.9561073,-87.6791596,Mrs Murphy and Sons Irish Bistro,41.95252277807111,-87.67761308331784,Irish Pub
1622,North Center,41.9561073,-87.6791596,CVS pharmacy,41.95564042563204,-87.67930119967525,Pharmacy
1623,North Center,41.9561073,-87.6791596,HPI Chicago,41.9553319596725,-87.67471771856552,Medical Center
1624,North Center,41.9561073,-87.6791596,Chase Bank,41.952188,-87.677706,Bank
1625,North Center,41.9561073,-87.6791596,High Hat Club,41.95427082697601,-87.67722751152225,Bar
1626,North Center,41.9561073,-87.6791596,Gannon's Pub,41.95950966785952,-87.68258132589943,Bar
1627,North Center,41.9561073,-87.6791596,Kitsune Restaurant and Pub,41.95861110359366,-87.68173342150395,Restaurant
1628,North Center,41.9561073,-87.6791596,Always Thai,41.9542205377979,-87.6753749464502,Thai Restaurant
1629,North Center,41.9561073,-87.6791596,Subway,41.95485516112041,-87.67898529702359,Sandwich Place
1630,North Center,41.9561073,-87.6791596,Foley's Bar & Grill,41.954203676374796,-87.67555896640206,Dive Bar
1631,North Center,41.9561073,-87.6791596,Red Eyes Coffee,41.95778659511274,-87.6813751063219,Coffee Shop
1632,North Center,41.9561073,-87.6791596,The Rambler Kitchen & Tap,41.956705,-87.680924,Bar
1633,North Center,41.9561073,-87.6791596,Community Home Supply,41.95293617708926,-87.67790276042278,Furniture / Home Store
1634,North Center,41.9561073,-87.6791596,CTA - Irving Park,41.95416053662616,-87.67498953563022,Train Station
1635,North Center,41.9561073,-87.6791596,Stella's Grill,41.95417109295965,-87.68357396242439,Mediterranean Restaurant
1636,North Center,41.9561073,-87.6791596,Tortorice's Pizza,41.953983,-87.68376,Pizza Place
1637,North Center,41.9561073,-87.6791596,Ballroom Dance Chicago,41.95546562710652,-87.67368361001134,Dance Studio
1638,North Center,41.9561073,-87.6791596,Switchfast Technologies,41.95579578,-87.67355144,IT Services
1639,North Center,41.9561073,-87.6791596,Lorna's Laces,41.95887844464893,-87.67470805207064,Arts & Crafts Store
1640,North Center,41.9561073,-87.6791596,Ravenswood Mattress,41.95668,-87.673397,Furniture / Home Store
1641,North Center,41.9561073,-87.6791596,Poke Burrito,41.959757,-87.682326,Poke Place
1642,North Park,41.98495475,-87.72293282470297,North Park Village Nature Center,41.98769544044246,-87.72428186075668,Nature Preserve
1643,North Park,41.98495475,-87.72293282470297,Peterson Park Gymnastics Center,41.9860734928868,-87.72660509421401,Gymnastics Gym
1644,North Park,41.98495475,-87.72293282470297,Peterson Park,41.987769608920594,-87.71947676349654,Park
1645,North Park,41.98495475,-87.72293282470297,North Park Village Rock Garden,41.986979249566595,-87.72235795896775,Scenic Lookout
1646,North Park,41.98495475,-87.72293282470297,Playground Peterson Park,41.98685790740351,-87.71987597407123,Playground
1647,North Park,41.98495475,-87.72293282470297,Free Book Exvhange At Recyling Center,41.98596065680145,-87.72776391553137,Bookstore
1648,Rogers Park,42.01053135,-87.67074819664808,El Famous Burrito,42.01042128720865,-87.67420436237607,Mexican Restaurant
1649,Rogers Park,42.01053135,-87.67074819664808,Morse Fresh Market,42.008086562847986,-87.66704093235545,Grocery Store
1650,Rogers Park,42.01053135,-87.67074819664808,Taqueria & Restaurant Cd. Hidalgo,42.01163396270487,-87.6744841129449,Mexican Restaurant
1651,Rogers Park,42.01053135,-87.67074819664808,The Common Cup,42.00779721534203,-87.6679009525727,Coffee Shop
1652,Rogers Park,42.01053135,-87.67074819664808,Bark Place,42.01008029950695,-87.67522292839932,Pet Store
1653,Rogers Park,42.01053135,-87.67074819664808,Smack Dab,42.00929092917184,-87.66620111404463,Bakery
1654,Rogers Park,42.01053135,-87.67074819664808,Glenwood Sunday Market,42.00852528781693,-87.66625066859307,Farmers Market
1655,Rogers Park,42.01053135,-87.67074819664808,The Glenwood,42.00850235558669,-87.66627315503519,Bar
1656,Rogers Park,42.01053135,-87.67074819664808,A & T Pancake House and Grill,42.00996902112793,-87.67444163558196,American Restaurant
1657,Rogers Park,42.01053135,-87.67074819664808,Panaderia Ayutla,42.008404999999996,-87.673536,Bakery
1658,Rogers Park,42.01053135,-87.67074819664808,Tamales Lo Mejor De Guerrero,42.009784142479454,-87.67418601954662,Mexican Restaurant
1659,Rogers Park,42.01053135,-87.67074819664808,Romanian Kosher Sausage Co.,42.0127647504826,-87.67469195207636,Deli / Bodega
1660,Rogers Park,42.01053135,-87.67074819664808,China Spring,42.009110740367554,-87.67396541050928,Chinese Restaurant
1661,Rogers Park,42.01053135,-87.67074819664808,Nueva Italy Pizzeria,42.011629,-87.674205,Pizza Place
1662,Rogers Park,42.01053135,-87.67074819664808,Fareast Kitchen,42.008542627523816,-87.66622569939332,Asian Restaurant
1663,Rogers Park,42.01053135,-87.67074819664808,Noon Hour Grill,42.00754556105003,-87.66621873343492,Diner
1664,Rogers Park,42.01053135,-87.67074819664808,Subway,42.00913773161189,-87.67378568915106,Sandwich Place
1665,Rogers Park,42.01053135,-87.67074819664808,China Hut,42.011516339244466,-87.67449930584108,Chinese Restaurant
1666,Rogers Park,42.01053135,-87.67074819664808,Hira's Cafe,42.00793586916296,-87.66671834162916,Sushi Restaurant
1667,Rogers Park,42.01053135,-87.67074819664808,Sub Brothers,42.007885949071785,-87.66648867617852,American Restaurant
1668,Rogers Park,42.01053135,-87.67074819664808,Heartland Studio,42.009582938359124,-87.66622838845129,Theater
1669,Rogers Park,42.01053135,-87.67074819664808,Red Line Tap,42.00947765526058,-87.66623970786107,Dive Bar
1670,Rogers Park,42.01053135,-87.67074819664808,El Rey Del Taco,42.012568060090274,-87.67496691077419,Mexican Restaurant
1671,Rogers Park,42.01053135,-87.67074819664808,Rogue Fusion,42.009878,-87.673874,Breakfast Spot
1672,Rogers Park,42.01053135,-87.67074819664808,Family Dollar,42.0077475580478,-87.6670959795457,Discount Store
1673,Rogers Park,42.01053135,-87.67074819664808,Little Caesars Pizza,42.00911596761948,-87.67379503490245,Pizza Place
1674,Rogers Park,42.01053135,-87.67074819664808,Dunkin',42.00859186575908,-87.6742949190322,Donut Shop
1675,Rogers Park,42.01053135,-87.67074819664808,CTA Bus Stop 17219,42.01027324374064,-87.67418220719296,Bus Station
1676,Rogers Park,42.01053135,-87.67074819664808,Metra - Rogers Park,42.0091417222411,-87.67549881735944,Train Station
1677,Rogers Park,42.01053135,-87.67074819664808,Taqueria Los Portales,42.00795945592219,-87.66669062539088,Mexican Restaurant
1678,Rogers Park,42.01053135,-87.67074819664808,CTA - Morse,42.00808927606749,-87.66598515800713,Train Station
1679,Rogers Park,42.01053135,-87.67074819664808,CTA Lunt Bus 96 Eastbound,42.00891118701855,-87.6753076371017,Moving Target
1680,Rogers Park,42.01053135,-87.67074819664808,Northside Dance Theater,42.00968843974043,-87.66571632340289,Dance Studio
1681,Rogers Park,42.01053135,-87.67074819664808,Sonia Roselli Makeup Studio,42.009464,-87.66560799999999,Cosmetics Shop
1682,Rogers Park,42.01053135,-87.67074819664808,Supermercado Carreta,42.007059000000005,-87.67389200000001,Shop & Service
1683,Uptown,41.9666299,-87.6555458,Everybody's Coffee,41.96551885216174,-87.65394427213718,Coffee Shop
1684,Uptown,41.9666299,-87.6555458,Uptown Pizza & BBQ,41.966334379036816,-87.65684260551937,Fast Food Restaurant
1685,Uptown,41.9666299,-87.6555458,3 Squares Diner,41.96914886585787,-87.65574849020928,Breakfast Spot
1686,Uptown,41.9666299,-87.6555458,Nhú Lan Bakery & Sandwiches,41.969590999999994,-87.65531999999999,Vietnamese Restaurant
1687,Uptown,41.9666299,-87.6555458,First Ascent Uptown,41.9678891287457,-87.65919138605011,Climbing Gym
1688,Uptown,41.9666299,-87.6555458,Tesfa Ethiopian Cuisine,41.965305906882826,-87.6557171344757,Ethiopian Restaurant
1689,Uptown,41.9666299,-87.6555458,Agami Contemporary Sushi,41.96751931678962,-87.65883111479452,Sushi Restaurant
1690,Uptown,41.9666299,-87.6555458,Larry's,41.96920417112116,-87.6558095414332,Lounge
1691,Uptown,41.9666299,-87.6555458,Wilson Abbey,41.965058,-87.653802,General Entertainment
1692,Uptown,41.9666299,-87.6555458,Dib Sushi Bar & Thai Cuisine,41.9690418566467,-87.65597331986933,Sushi Restaurant
1693,Uptown,41.9666299,-87.6555458,La Ciudad Mexican Grill & Cafe,41.96424050820409,-87.65469609075603,Mexican Restaurant
1694,Uptown,41.9666299,-87.6555458,Siam Cafe,41.967649569922656,-87.65489552014502,Thai Restaurant
1695,Uptown,41.9666299,-87.6555458,Tattoo Factory,41.962849568323506,-87.65565562582444,Tattoo Parlor
1696,Uptown,41.9666299,-87.6555458,Green Mill Cocktail Lounge,41.96909292878826,-87.659865028545,Jazz Club
1697,Uptown,41.9666299,-87.6555458,Demera Ethiopian Restaurant,41.969089239441765,-87.65955587435013,Ethiopian Restaurant
1698,Uptown,41.9666299,-87.6555458,CorePower Yoga,41.9623749,-87.6557639,Yoga Studio
1699,Uptown,41.9666299,-87.6555458,Target,41.96336523422474,-87.65648296705125,Big Box Store
1700,Uptown,41.9666299,-87.6555458,Gigio's Pizzeria,41.96654512082253,-87.65809707497594,Pizza Place
1701,Uptown,41.9666299,-87.6555458,Uptown Shop & Save Market,41.96578244253062,-87.65373191480137,Deli / Bodega
1702,Uptown,41.9666299,-87.6555458,Aragon Ballroom,41.969384971806306,-87.65806812729136,Music Venue
1703,Uptown,41.9666299,-87.6555458,ALDI,41.96376639262201,-87.65687427143348,Grocery Store
1704,Uptown,41.9666299,-87.6555458,Emerald City Coffee,41.9654578036024,-87.66068447781656,Coffee Shop
1705,Uptown,41.9666299,-87.6555458,Golden House Restaurant & Pancake House,41.968793009756894,-87.65953859870518,Diner
1706,Uptown,41.9666299,-87.6555458,Papa Ray's Pizza & Wings,41.96897010650198,-87.65488539012509,Pizza Place
1707,Uptown,41.9666299,-87.6555458,Palla's Grill,41.965339385474024,-87.65754307065164,Diner
1708,Uptown,41.9666299,-87.6555458,Nick's on Wilson,41.965421528248754,-87.65908005463572,Bar
1709,Uptown,41.9666299,-87.6555458,Heritage Outpost,41.96913275297431,-87.65588390627224,Coffee Shop
1710,Uptown,41.9666299,-87.6555458,KFC,41.9694215,-87.6553741,Fried Chicken Joint
1711,Uptown,41.9666299,-87.6555458,Starbucks,41.962612,-87.65572,Coffee Shop
1712,Uptown,41.9666299,-87.6555458,Citizen Skate Cafe,41.965498352273364,-87.65332804676488,Café
1713,Uptown,41.9666299,-87.6555458,Preston Bradley Center,41.96906639121693,-87.6538177018492,Concert Hall
1714,Uptown,41.9666299,-87.6555458,Chase Bank,41.968858,-87.657997,Bank
1715,Uptown,41.9666299,-87.6555458,Wabi Sabi Rotary,41.964322117495236,-87.65455289569056,Sushi Restaurant
1716,Uptown,41.9666299,-87.6555458,Wingstop,41.964951,-87.656803,Wings Joint
1717,Uptown,41.9666299,-87.6555458,Riviera Theatre,41.96888252824764,-87.66023645425838,Music Venue
1718,Uptown,41.9666299,-87.6555458,Drink & Ink,41.9628844907267,-87.65575286379413,Bar
1719,Uptown,41.9666299,-87.6555458,Carmela's Taqueria,41.96906388553715,-87.66011275413459,Mexican Restaurant
1720,Uptown,41.9666299,-87.6555458,Dunkin',41.965023706740496,-87.65686432063006,Donut Shop
1721,Uptown,41.9666299,-87.6555458,T-Mobile,41.967619283994864,-87.65923994917102,Mobile Phone Shop
1722,Uptown,41.9666299,-87.6555458,Sol's,41.967816,-87.654745,Korean Restaurant
1723,Uptown,41.9666299,-87.6555458,Smoke Dreams,41.96501140706922,-87.65745250919264,Smoke Shop
1724,Uptown,41.9666299,-87.6555458,Sonic Drive-In,41.9657166944636,-87.6558793289677,Fast Food Restaurant
1725,Uptown,41.9666299,-87.6555458,Jimmy John's,41.965354294629606,-87.65942482408042,Sandwich Place
1726,Uptown,41.9666299,-87.6555458,Starbucks,41.96890598,-87.65951947,Coffee Shop
1727,Uptown,41.9666299,-87.6555458,Miso Asian Kitchen,41.96310381531115,-87.6560045217163,Asian Restaurant
1728,Uptown,41.9666299,-87.6555458,Just Tires,41.96952936580924,-87.65929557158574,Automotive Shop
1729,Uptown,41.9666299,-87.6555458,Spoil Me Hair Salon and Spa,41.967083305966945,-87.65878226931153,Salon / Barbershop
1730,Uptown,41.9666299,-87.6555458,Dollar Tree,41.9629040540541,-87.6547524324324,Discount Store
1731,Uptown,41.9666299,-87.6555458,Hing Wang Restaurant,41.965661,-87.658502,Chinese Restaurant
1732,Uptown,41.9666299,-87.6555458,Family Dollar,41.96944291679043,-87.65501821036352,Discount Store
1733,Uptown,41.9666299,-87.6555458,Fiesta Mexicana Restaurant,41.969222,-87.659751,Mexican Restaurant
1734,Uptown,41.9666299,-87.6555458,Silver Seafood,41.969920124971985,-87.65950456388768,Chinese Restaurant
1735,Uptown,41.9666299,-87.6555458,Papa John's Pizza,41.96424576804248,-87.6592521404637,Pizza Place
1736,Uptown,41.9666299,-87.6555458,Subway,41.962615424854285,-87.65587710261877,Sandwich Place
1737,Uptown,41.9666299,-87.6555458,Thai Uptown,41.965938237697564,-87.65781197399957,Thai Restaurant
1738,Uptown,41.9666299,-87.6555458,Cricket Wireless Authorized Retailer,41.969576,-87.6553,Mobile Phone Shop
1739,Uptown,41.9666299,-87.6555458,Pizza Hut Express,41.962860779322654,-87.65672564506536,Pizza Place
1740,Uptown,41.9666299,-87.6555458,Uptown Lounge,41.96905814445188,-87.6591910271571,Lounge
1741,Uptown,41.9666299,-87.6555458,Tolotzin,41.962588071986204,-87.65560825724091,Mexican Restaurant
1742,Uptown,41.9666299,-87.6555458,Beauty House Beauty Supply,41.965163000000004,-87.656441,Cosmetics Shop
1743,Uptown,41.9666299,-87.6555458,Divvy Station,41.965123,-87.65815500000001,Bike Rental / Bike Share
1744,Uptown,41.9666299,-87.6555458,CTA - Lawrence,41.96895792930538,-87.65844379137654,Train Station
1745,Uptown,41.9666299,-87.6555458,Miss Egg Roll,41.963909,-87.654252,Chinese Restaurant
1746,Uptown,41.9666299,-87.6555458,CVS Pharmacy at Target,41.963285,-87.65636,Pharmacy
1747,Uptown,41.9666299,-87.6555458,Chinese Connections,41.963004,-87.65597999095917,Chinese Restaurant
1748,Uptown,41.9666299,-87.6555458,Walgreens,41.9678467,-87.649829,Pharmacy
1749,Uptown,41.9666299,-87.6555458,Uptown Theatre,41.969547,-87.660055,Theater
1750,West Ridge,42.0035482,-87.6962426,KFC,42.00428467400814,-87.69038580183508,Fried Chicken Joint
1751,West Ridge,42.0035482,-87.6962426,Quick Stop,42.004775676484165,-87.69968173677786,Convenience Store
